Kind,Name,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,AvgCyclomatic,CountClassDerived,CountDeclClass,CountDeclFunction,CountLine,CountLineBlank,CountLineCode,CountLineCodeExe,CountStmt,MaxCyclomatic,Cyclomatic,RatioCommentToCode,SumCyclomatic,CountLineComment
Public Class,org.apache.hadoop.mapred.OutputLogFilter,3,0,3,0,1,0,,,36,0,9,2,4,1,,3.00,1,27
Public Class,org.apache.hadoop.mapred.Pool,4,0,4,0,1,0,,,86,15,47,19,35,2,,0.51,12,24
Public Class,org.apache.hadoop.mapred.PoolManager,19,0,15,4,3,0,,,510,39,337,252,264,30,,0.41,73,139
Public Class,org.apache.hadoop.mapred.PoolSchedulable,6,0,6,0,2,0,,,181,22,134,64,93,6,,0.19,33,25
Public Class,org.apache.hadoop.mapred.PriorityAuthorization,22,1,16,5,4,0,,,184,10,121,80,87,8,,0.44,23,53
Public Class,org.apache.hadoop.mapred.PrioritySchedulerOptions,0,0,0,0,0,0,,,33,0,7,5,6,0,,3.71,0,26
Public Class,org.apache.hadoop.mapred.QueueAllocation,7,0,3,4,1,0,,,48,0,14,4,10,1,,2.43,3,34
Public Class,org.apache.hadoop.mapred.QueueManager,21,1,12,8,2,3,,,674,58,331,213,218,8,,0.87,65,287
Public Class,org.apache.hadoop.mapred.QueueManagerTestUtils,19,2,13,4,2,0,,,326,42,203,151,154,4,,0.40,24,81
Public Class,org.apache.hadoop.mapred.QueueSchedulingContext,6,0,5,1,1,0,,,278,44,151,86,99,5,,0.55,30,83
Public Class,org.apache.hadoop.mapred.ReduceTask,21,1,18,2,2,3,,,511,54,412,239,236,8,,0.12,30,50
Public Class,org.apache.hadoop.mapred.ReliabilityTest,15,0,15,0,2,0,,,479,28,400,269,267,6,,0.14,22,54
Public Class,org.apache.hadoop.mapred.SequenceFileAsBinaryInputFormat,4,0,4,0,1,0,,,130,12,76,35,51,1,,0.57,2,43
Public Class,org.apache.hadoop.mapred.SequenceFileAsBinaryOutputFormat,18,2,11,5,1,0,,,150,18,75,41,32,2,,0.76,8,57
Public Class,org.apache.hadoop.mapred.SequenceFileAsTextInputFormat,6,1,5,0,1,0,,,47,4,16,3,6,1,,1.69,2,27
Public Class,org.apache.hadoop.mapred.SequenceFileAsTextRecordReader,5,0,5,0,1,0,,,78,10,42,16,26,2,,0.62,8,26
Public Class,org.apache.hadoop.mapred.SimulatorCSJobInitializationThread,12,1,12,0,1,0,,,68,7,43,22,26,2,,0.42,4,18
Public Class,org.apache.hadoop.mapred.SimulatorEngine,17,1,11,5,2,3,,,383,46,209,142,151,5,,0.62,31,129
Public Class,org.apache.hadoop.mapred.SimulatorEventQueue,13,0,6,7,2,1,,,129,7,57,38,39,4,,1.14,11,65
Public Class,org.apache.hadoop.mapred.SimulatorJobCache,8,0,3,5,1,0,,,51,3,12,4,8,1,,3.00,3,36
Public Class,org.apache.hadoop.mapred.SimulatorJobClient,24,1,16,7,3,0,,,337,30,199,134,127,5,,0.55,36,109
Public Class,org.apache.hadoop.mapred.SimulatorJobInProgress,33,3,26,4,4,0,,,269,34,187,142,115,9,,0.26,28,49
Public Class,org.apache.hadoop.mapred.SimulatorJobStory,4,0,4,0,1,0,,,101,14,64,16,32,1,,0.36,14,23
Public Class,org.apache.hadoop.mapred.SimulatorJobStoryProducer,10,0,8,1,2,0,,,82,6,48,24,32,6,,0.58,12,28
Public Class,org.apache.hadoop.mapred.SimulatorJobTracker,34,3,22,8,4,0,,,669,79,407,280,246,26,,0.45,78,183
Public Class,org.apache.hadoop.mapred.SimulatorTaskTracker,37,2,22,13,4,1,,,775,66,392,275,258,10,,0.82,63,321
Public Class,org.apache.hadoop.mapred.SimulatorThreadWakeUpEvent,4,0,4,0,1,0,,,25,2,6,1,3,1,,2.83,1,17
Public Class,org.apache.hadoop.mapred.SkipBadRecords,18,0,5,13,1,0,,,304,16,76,33,44,4,,2.79,16,212
Public Class,org.apache.hadoop.mapred.SortValidator,17,1,13,2,3,0,,,561,71,393,262,262,11,,0.25,16,97
Public Class,org.apache.hadoop.mapred.TaskAttemptCompletionEvent,7,0,4,3,1,0,,,54,4,15,4,9,1,,2.33,3,35
Public Class,org.apache.hadoop.mapred.TaskAttemptContextImpl,5,0,4,1,1,0,,,73,12,46,12,24,1,,0.33,10,15
Public Class,org.apache.hadoop.mapred.TaskAttemptID,11,0,5,6,1,0,,,186,12,70,28,33,2,,1.49,16,104
Public Class,org.apache.hadoop.mapred.TaskCompletionEvent,8,0,4,4,1,0,,,145,11,60,18,27,1,,1.23,12,74
Public Class,org.apache.hadoop.mapred.TaskGraphServlet,32,4,25,4,4,0,,,233,31,161,122,143,14,,0.29,25,47
Public Class,org.apache.hadoop.mapred.TaskID,11,0,5,6,2,0,,,189,13,69,29,32,3,,1.55,18,107
Public Class,org.apache.hadoop.mapred.TaskLog,19,0,13,6,2,0,,,599,45,379,217,240,6,,0.47,42,178
Public Class,org.apache.hadoop.mapred.TaskLogAppender,8,0,6,2,2,0,,,139,17,80,39,53,4,,0.54,19,43
Public Class,org.apache.hadoop.mapred.TaskLogServlet,41,3,32,6,6,0,,,278,26,196,139,111,17,,0.29,33,57
Public Class,org.apache.hadoop.mapred.TaskReport,8,0,5,3,1,0,,,143,11,70,28,39,2,,0.89,16,62
Public Class,org.apache.hadoop.mapred.TaskSchedulingContext,8,0,7,1,2,0,,,182,19,100,58,63,6,,0.63,22,63
Public Class,org.apache.hadoop.mapred.TaskTracker,16,1,12,3,2,2,,,4112,424,2868,1906,1850,22,,0.29,320,845
Public Class,org.apache.hadoop.mapred.TaskTrackerStatus,9,0,6,3,1,1,,,672,72,319,159,237,3,,0.90,33,287
Public Class,org.apache.hadoop.mapred.TestAdminOperationsProtocolWithServiceAuthorization,23,2,18,4,2,0,,,48,2,21,14,13,2,,1.24,2,26
Public Class,org.apache.hadoop.mapred.TestAuditLogger,16,1,10,5,1,0,,,139,14,73,51,59,2,,0.71,8,52
