Kind,Name,AvgCyclomatic,Cyclomatic,AvgCountLine,AvgCountLineBlank,AvgCountLineCode,AvgCountLineComment,CountLineCode,CountLineBlank,CountLineCodeDecl,CountLineCodeExe,CountStmtDecl,CountStmtExe,CountSemicolon,CountStmt,SumCyclomatic,MaxCyclomatic,CountLine,CountDeclClass,CountLineComment,RatioCommentToCode,CountDeclFunction
Public Class,org.apache.cassandra.dht.tokenallocator.TokenAllocationTest,2,,11,1,10,0,219,40,92,123,86,104,121,157,32,6,268,,10,0.05,
Public Class,org.apache.cassandra.dht.tokenallocator.TokenAllocatorFactory,2,,16,0,16,0,20,0,7,10,5,10,9,12,2,2,20,,0,0.00,
Public Class,org.apache.cassandra.diag.DiagnosticEventServiceTest,1,,21,1,20,0,182,21,58,106,39,93,106,122,20,1,203,,0,0.00,
Public Class,org.apache.cassandra.diag.store.DiagnosticEventMemoryStoreTest,1,,22,4,18,1,111,28,37,84,31,84,84,91,6,1,139,,3,0.03,
Public Class,org.apache.cassandra.distributed.Cluster,1,,6,0,6,0,64,9,15,22,15,19,16,33,11,1,79,,6,0.09,
Public Class,org.apache.cassandra.distributed.UpgradeableCluster,1,,5,0,5,0,46,8,12,13,12,13,12,24,9,2,61,,7,0.15,
Public Class,org.apache.cassandra.distributed.action.GossipHelper,1,,10,0,9,1,166,20,43,92,37,52,48,73,36,3,194,,9,0.05,
Public Class,org.apache.cassandra.distributed.api.Row,1,,5,0,5,0,145,29,37,53,38,50,49,84,35,2,188,,15,0.10,
Public Class,org.apache.cassandra.distributed.api.SimpleQueryResult,1,,7,0,7,1,83,11,22,35,18,32,33,50,17,4,135,,41,0.49,
Public Class,org.apache.cassandra.distributed.impl.AbstractCluster.AllMembersAliveMonitor,1,,4,0,4,0,19,3,5,4,5,4,4,9,5,1,22,,0,0.00,
Public Class,org.apache.cassandra.distributed.impl.AbstractCluster.SchemaChangeMonitor,1,,4,0,4,0,25,5,7,7,7,5,6,12,5,1,41,,11,0.44,
Public Class,org.apache.cassandra.distributed.impl.AbstractClusterTest,1,,10,1,9,0,178,31,57,85,46,66,64,94,30,2,212,,3,0.02,
Public Class,org.apache.cassandra.distributed.impl.ClusterIDDefiner,1,,4,0,4,0,17,3,6,4,5,3,4,8,3,1,23,,3,0.18,
Public Class,org.apache.cassandra.distributed.impl.Coordinator,1,,13,1,12,0,110,24,28,63,27,42,38,57,16,2,134,,0,0.00,
Public Class,org.apache.cassandra.distributed.impl.CoordinatorHelper,2,,14,1,13,1,54,7,10,33,10,22,19,28,8,4,64,,3,0.06,
Public Class,org.apache.cassandra.distributed.impl.DirectStreamingConnectionFactory,1,,5,0,5,1,295,48,87,120,75,119,118,182,6,1,347,,5,0.02,
Public Class,org.apache.cassandra.distributed.impl.DirectStreamingConnectionFactory.Factory,2,,9,1,8,0,20,2,8,9,7,8,8,12,4,2,22,,0,0.00,
Public Class,org.apache.cassandra.distributed.impl.DistributedTestSnitch,2,,8,0,7,0,76,14,21,39,21,34,32,48,15,5,92,,3,0.04,
Public Class,org.apache.cassandra.distributed.impl.FileLogAction,1,,7,0,7,0,69,8,19,20,14,18,18,32,4,2,77,,1,0.01,
Public Class,org.apache.cassandra.distributed.impl.Instance,2,,17,1,15,1,885,127,170,507,147,393,337,489,137,14,1070,,66,0.07,
Public Class,org.apache.cassandra.distributed.impl.InstanceConfig,1,,9,0,8,0,261,42,67,142,45,64,66,105,37,2,311,,9,0.03,
Public Class,org.apache.cassandra.distributed.impl.InstanceIDDefiner,1,,4,0,4,0,17,3,5,5,5,4,5,9,3,1,24,,4,0.24,
Public Class,org.apache.cassandra.distributed.impl.InstanceKiller,1,,6,0,5,1,25,6,9,7,8,7,8,14,6,2,34,,3,0.12,
Public Class,org.apache.cassandra.distributed.impl.IsolatedExecutor,1,,4,0,4,0,188,35,59,98,54,81,82,129,68,3,235,,13,0.07,
Public Class,org.apache.cassandra.distributed.impl.IsolatedJmx,3,,30,2,22,7,121,15,22,65,22,51,53,67,14,7,168,,33,0.27,
Public Class,org.apache.cassandra.distributed.impl.Listen,1,,6,0,6,0,15,1,5,6,5,4,6,9,6,1,16,,0,0.00,
Public Class,org.apache.cassandra.distributed.impl.MessageFilters,1,,5,0,5,0,154,24,40,58,38,49,54,85,9,3,178,,0,0.00,
Public Class,org.apache.cassandra.distributed.impl.MessageFilters.Builder,1,,5,0,5,0,46,8,14,14,14,14,19,28,9,2,54,,0,0.00,
Public Class,org.apache.cassandra.distributed.impl.MessageImpl,1,,6,0,6,0,53,8,16,19,15,13,19,28,8,1,61,,0,0.00,
Public Class,org.apache.cassandra.distributed.impl.Query,2,,13,1,11,1,51,10,18,32,18,20,24,32,7,4,64,,3,0.06,
Public Class,org.apache.cassandra.distributed.impl.RowUtil,2,,11,1,10,0,97,13,27,51,31,47,45,64,24,5,111,,1,0.01,
Public Class,org.apache.cassandra.distributed.impl.TestChangeListener,2,,10,0,10,0,77,8,18,39,16,37,31,45,15,3,85,,0,0.00,
Public Class,org.apache.cassandra.distributed.impl.TracingUtil,2,,9,1,8,0,63,8,21,29,21,20,24,36,6,2,77,,6,0.10,
Public Class,org.apache.cassandra.distributed.impl.UnsafeGossipHelper,1,,9,0,8,0,193,31,45,89,44,74,74,106,33,1,228,,6,0.03,
Public Class,org.apache.cassandra.distributed.mock.nodetool.InternalNodeProbe,1,,6,0,6,0,106,20,34,37,20,36,38,56,17,1,129,,3,0.03,
Public Class,org.apache.cassandra.distributed.mock.nodetool.InternalNodeProbeFactory,1,,3,0,3,0,14,3,5,3,5,3,4,8,3,1,17,,0,0.00,
Public Class,org.apache.cassandra.distributed.shared.ClusterUtils,1,,13,0,9,4,893,125,246,463,229,389,359,530,187,9,1345,,330,0.37,
Public Class,org.apache.cassandra.distributed.shared.PreventSystemExit,1,,4,0,4,0,17,2,8,1,4,1,1,5,3,1,19,,0,0.00,
Public Class,org.apache.cassandra.distributed.shared.RepairResult,1,,5,0,5,0,10,1,4,2,4,2,4,6,1,1,11,,0,0.00,
Public Class,org.apache.cassandra.distributed.shared.ShutdownException,1,,5,0,5,0,8,0,2,2,2,2,2,4,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.distributed.shared.VersionedApplicationState,1,,6,0,6,0,12,1,5,3,5,3,6,8,1,1,13,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.AbstractEncryptionOptionsImpl,3,,21,1,20,0,256,31,71,142,63,96,104,137,3,3,301,,14,0.05,
Public Class,org.apache.cassandra.distributed.test.AbstractEncryptionOptionsImpl.TlsConnection,1,,14,1,13,1,196,23,46,112,47,82,84,111,20,2,226,,7,0.04,
Public Class,org.apache.cassandra.distributed.test.AllowAutoSnapshotTest,1,,16,3,12,1,89,27,16,48,12,44,41,55,10,2,120,,5,0.06,
Public Class,org.apache.cassandra.distributed.test.AlterTest,2,,39,3,34,2,105,11,20,78,16,45,42,52,13,2,121,,5,0.05,
Public Class,org.apache.cassandra.distributed.test.AuthTest,1,,22,3,16,4,100,20,20,67,15,35,31,42,16,2,141,,22,0.22,
Public Class,org.apache.cassandra.distributed.test.AutoSnapshotTtlTest,1,,20,3,13,4,100,29,22,62,17,43,42,55,15,2,155,,27,0.27,
Public Class,org.apache.cassandra.distributed.test.BooleanTest,2,,15,0,15,0,18,0,3,9,3,9,8,12,3,2,18,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.BootstrapBinaryDisabledTest,2,,15,1,14,0,117,19,28,69,23,54,53,71,17,5,141,,5,0.04,
Public Class,org.apache.cassandra.distributed.test.ByteBuddyExamplesTest,2,,20,1,19,1,80,11,14,43,12,28,22,37,7,2,92,,1,0.01,
Public Class,org.apache.cassandra.distributed.test.CASAddTest,1,,24,4,18,2,61,16,8,37,4,27,24,31,5,1,84,,7,0.11,
Public Class,org.apache.cassandra.distributed.test.CASContentionTest,1,,20,1,20,0,67,8,18,44,12,35,36,42,9,2,75,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.CASMultiDCTest,2,,12,0,11,0,103,13,33,61,25,45,49,64,23,6,116,,1,0.01,
Public Class,org.apache.cassandra.distributed.test.CASTest,3,,29,2,20,7,478,77,95,293,82,238,232,296,67,7,728,,173,0.36,
Public Class,org.apache.cassandra.distributed.test.CasCriticalSectionTest,4,,41,4,36,1,150,19,23,94,25,61,52,78,26,5,179,,10,0.07,
Public Class,org.apache.cassandra.distributed.test.CasWriteTest,2,,18,1,17,1,329,44,89,207,74,168,166,204,52,8,380,,13,0.04,
Public Class,org.apache.cassandra.distributed.test.ClearSnapshotTest,3,,44,2,42,0,112,8,20,66,19,49,46,62,18,4,120,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.ClientNetworkStopStartTest,2,,13,1,11,2,35,5,8,18,7,17,14,21,7,3,45,,5,0.14,
Public Class,org.apache.cassandra.distributed.test.ClusterStorageUsageTest,1,,10,1,8,1,92,21,24,46,24,44,41,61,18,2,131,,18,0.20,
Public Class,org.apache.cassandra.distributed.test.ColumnMaskTest,1,,19,2,15,2,112,20,23,78,20,50,49,61,11,2,147,,15,0.13,
Public Class,org.apache.cassandra.distributed.test.CompactionDiskSpaceTest,1,,58,2,52,4,91,6,12,53,12,38,31,46,8,1,102,,5,0.05,
Public Class,org.apache.cassandra.distributed.test.CompactionOverlappingSSTableTest,4,,42,3,39,1,63,5,9,39,10,28,25,35,7,4,68,,1,0.02,
Public Class,org.apache.cassandra.distributed.test.CountersTest,2,,14,2,12,0,40,7,10,18,9,15,16,23,6,3,47,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.CreateTableNonDeterministicTest,2,,12,0,12,0,50,4,16,25,16,27,25,34,9,4,54,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.CryptoProviderTest,1,,19,0,18,0,147,11,21,79,16,39,33,51,18,2,160,,2,0.01,
Public Class,org.apache.cassandra.distributed.test.DataResurrectionCheckTest,1,,29,3,23,4,95,14,16,64,17,50,44,58,12,2,122,,14,0.15,
Public Class,org.apache.cassandra.distributed.test.DecommissionTest,1,,63,11,46,6,124,26,15,76,11,55,45,61,14,1,162,,12,0.10,
Public Class,org.apache.cassandra.distributed.test.DisableBinaryTest,3,,37,2,35,0,132,15,20,83,22,59,50,71,26,5,149,,2,0.02,
Public Class,org.apache.cassandra.distributed.test.DistributedRowUtilTest,1,,13,2,11,0,14,2,4,5,3,5,4,7,1,1,16,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.EphemeralSnapshotTest,1,,17,3,13,1,125,34,36,79,30,52,51,68,17,3,168,,9,0.07,
Public Class,org.apache.cassandra.distributed.test.ExecUtil,1,,17,0,17,0,24,3,4,8,4,5,5,9,4,1,27,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.FailingRepairTest,2,,17,1,15,2,225,40,67,113,66,95,101,145,29,4,281,,17,0.08,
Public Class,org.apache.cassandra.distributed.test.FailingResponseDoesNotLogTest,2,,18,2,15,2,66,11,20,22,12,16,14,26,4,2,86,,10,0.15,
Public Class,org.apache.cassandra.distributed.test.FailingTruncationTest,2,,21,0,21,0,43,3,6,19,5,12,8,17,3,2,46,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.FailureLoggingTest,2,,11,1,10,0,93,16,28,42,18,27,26,40,9,2,109,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.FqlReplayDDLExclusionTest,2,,62,12,44,6,49,13,11,32,6,19,16,21,3,2,68,,6,0.12,
Public Class,org.apache.cassandra.distributed.test.FrozenUDTTest,2,,19,2,17,0,105,16,13,67,13,61,57,74,18,5,121,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.FullRepairCoordinatorFastTest,1,,5,0,5,0,9,0,3,2,2,2,2,4,2,1,9,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.FullRepairCoordinatorNeighbourDownTest,1,,4,0,4,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.FullRepairCoordinatorTimeoutTest,1,,4,0,4,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.GetEndpointsTest,3,,25,1,24,0,50,3,9,29,10,22,17,28,10,3,53,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.GossipSettlesTest,1,,15,1,13,1,93,15,18,62,15,40,41,51,15,1,115,,9,0.10,
Public Class,org.apache.cassandra.distributed.test.GossipShutdownTest,2,,33,3,28,2,72,8,15,42,13,33,31,41,9,2,83,,4,0.06,
Public Class,org.apache.cassandra.distributed.test.GossipTest,2,,26,2,24,1,191,22,41,133,37,92,87,108,42,3,220,,8,0.04,
Public Class,org.apache.cassandra.distributed.test.GroupByTest,2,,28,3,25,0,276,41,34,198,37,141,129,166,25,3,317,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.HintedHandoffAddRemoveNodesTest,1,,20,2,15,3,123,24,26,80,19,60,57,71,22,2,171,,24,0.20,
Public Class,org.apache.cassandra.distributed.test.HintedHandoffNodetoolTest,1,,9,1,8,0,90,16,32,41,18,35,36,48,15,2,109,,3,0.03,
Public Class,org.apache.cassandra.distributed.test.HintsDisabledTest,1,,37,3,31,3,34,3,8,25,5,14,12,16,6,1,40,,3,0.09,
Public Class,org.apache.cassandra.distributed.test.HintsMaxSizeTest,2,,27,4,19,3,62,15,14,44,11,29,27,34,13,3,86,,9,0.15,
Public Class,org.apache.cassandra.distributed.test.HintsMaxWindowTest,1,,64,15,38,11,42,16,12,32,9,23,22,25,3,1,69,,11,0.26,
Public Class,org.apache.cassandra.distributed.test.HintsPersistentWindowTest,1,,60,13,37,10,41,13,13,31,10,22,21,24,3,1,64,,10,0.24,
Public Class,org.apache.cassandra.distributed.test.IPMembershipTest,2,,32,6,21,6,45,12,8,28,7,21,18,25,6,2,67,,11,0.24,
Public Class,org.apache.cassandra.distributed.test.IncRepairAdminTest,1,,18,1,17,1,122,12,29,76,23,48,43,60,22,4,138,,4,0.03,
Public Class,org.apache.cassandra.distributed.test.IncRepairCoordinatorErrorTest,2,,23,2,21,0,24,2,4,15,4,11,10,14,5,2,26,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.IncRepairTruncationTest,1,,88,11,56,21,77,13,15,50,13,41,36,45,10,1,111,,21,0.27,
Public Class,org.apache.cassandra.distributed.test.IncrementalRepairCoordinatorFastTest,1,,5,0,5,0,9,0,3,2,2,2,2,4,2,1,9,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.IncrementalRepairCoordinatorNeighbourDownTest,1,,4,0,4,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.IncrementalRepairCoordinatorTimeoutTest,1,,4,0,4,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.IndexDroppingTest,2,,10,1,9,0,59,12,15,32,12,29,27,38,14,3,83,,12,0.20,
Public Class,org.apache.cassandra.distributed.test.InternodeEncryptionOptionsTest,1,,23,2,20,2,242,33,54,165,42,101,90,116,25,2,290,,18,0.07,
Public Class,org.apache.cassandra.distributed.test.InternodeErrorExclusionTest,2,,13,0,13,1,28,1,5,11,3,6,4,9,4,2,32,,3,0.11,
Public Class,org.apache.cassandra.distributed.test.JVMDTestTest,1,,26,2,23,2,117,13,22,80,15,62,57,69,14,2,139,,10,0.09,
Public Class,org.apache.cassandra.distributed.test.JVMStabilityInspectorThrowableTest,2,,20,2,18,1,156,22,35,80,30,56,56,79,18,6,182,,4,0.03,
Public Class,org.apache.cassandra.distributed.test.LargeColumnTest,2,,19,1,18,0,59,6,13,38,14,24,25,34,8,3,65,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.LargeMessageTest,2,,15,0,15,0,18,0,5,9,5,9,8,12,2,2,18,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.LegacyCASTest,2,,15,1,10,4,55,9,12,30,13,29,28,41,12,6,82,,19,0.35,
Public Class,org.apache.cassandra.distributed.test.LeveledCompactionTaskTest,3,,32,1,31,0,52,4,9,26,7,18,15,25,8,3,56,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.MessageFiltersTest,2,,27,2,24,1,245,33,54,182,57,136,136,175,33,4,287,,12,0.05,
Public Class,org.apache.cassandra.distributed.test.MessageForwardingTest,2,,72,7,56,9,59,7,11,40,9,25,22,28,12,2,75,,9,0.15,
Public Class,org.apache.cassandra.distributed.test.MessageTimestampTest,3,,40,6,34,0,57,9,12,34,11,20,17,26,9,3,66,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.MetricsCountQueriesTest,2,,12,1,11,0,25,3,6,13,7,15,14,20,5,3,28,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.MetricsTest,1,,17,1,16,0,19,1,3,10,2,6,5,8,3,1,20,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.MixedModeFuzzTest,7,,157,17,138,2,353,55,86,247,87,191,168,236,58,8,414,,6,0.02,
Public Class,org.apache.cassandra.distributed.test.MoveTest,2,,13,1,13,0,48,7,13,25,12,17,19,26,8,4,55,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.MultipleDataDirectoryTest,1,,13,0,13,0,118,9,34,67,29,51,50,69,23,3,131,,4,0.03,
Public Class,org.apache.cassandra.distributed.test.NativeMixedVersionTest,2,,47,6,35,6,38,6,8,25,8,16,13,19,3,2,50,,6,0.16,
Public Class,org.apache.cassandra.distributed.test.NativeProtocolTest,1,,23,3,20,1,82,13,20,53,16,36,33,43,20,1,99,,4,0.05,
Public Class,org.apache.cassandra.distributed.test.NativeTransportEncryptionOptionsTest,1,,22,1,18,2,318,42,67,202,49,119,96,138,33,3,396,,36,0.11,
Public Class,org.apache.cassandra.distributed.test.NetstatsBootstrapWithEntireSSTablesCompressionStreamingTest,1,,5,0,5,0,18,2,7,3,4,3,3,7,3,1,20,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.NetstatsBootstrapWithoutEntireSSTablesCompressionStreamingTest,1,,5,0,5,0,13,1,5,2,3,2,2,5,2,1,14,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.NetstatsRepairStreamingTest,1,,16,4,12,0,39,13,11,23,9,18,17,22,4,1,53,,1,0.03,
Public Class,org.apache.cassandra.distributed.test.NetworkTopologyTest,1,,11,0,10,0,75,8,20,40,12,24,22,33,8,1,85,,2,0.03,
Public Class,org.apache.cassandra.distributed.test.NodeToolEnableDisableBinaryTest,1,,25,1,23,1,121,9,16,92,11,25,26,34,8,2,134,,4,0.03,
Public Class,org.apache.cassandra.distributed.test.NodeToolTest,1,,10,0,10,0,102,12,28,51,17,35,34,49,14,2,115,,4,0.04,
Public Class,org.apache.cassandra.distributed.test.OptimiseStreamsRepairTest,4,,36,5,31,0,114,16,22,78,25,67,63,81,13,4,132,,2,0.02,
Public Class,org.apache.cassandra.distributed.test.OverloadTest,4,,32,1,30,1,173,13,28,114,29,68,59,90,30,10,188,,3,0.02,
Public Class,org.apache.cassandra.distributed.test.OversizedMutationTest,1,,16,0,16,0,35,1,10,20,7,9,9,14,6,1,36,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.PagingTest,3,,35,2,34,0,70,4,12,46,12,23,21,32,7,5,74,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.PartitionDenylistTest,2,,15,1,13,1,83,12,16,47,14,28,25,38,15,3,115,,21,0.25,
Public Class,org.apache.cassandra.distributed.test.PaxosRepair2Test,2,,25,1,22,1,442,51,95,289,89,228,216,271,61,4,505,,14,0.03,
Public Class,org.apache.cassandra.distributed.test.PaxosRepairTest,2,,23,2,20,1,464,70,98,312,85,260,239,297,72,4,553,,20,0.04,
Public Class,org.apache.cassandra.distributed.test.PaxosUncommittedIndexTest,2,,25,1,23,1,25,1,5,11,4,7,6,11,3,2,27,,1,0.04,
Public Class,org.apache.cassandra.distributed.test.PrepareBatchStatementsTest,1,,60,7,50,3,52,7,11,41,8,25,26,30,5,1,62,,3,0.06,
Public Class,org.apache.cassandra.distributed.test.PreviewRepairCoordinatorFastTest,1,,6,0,6,0,10,0,3,3,2,2,2,4,2,1,10,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.PreviewRepairCoordinatorNeighbourDownTest,1,,4,0,4,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.PreviewRepairCoordinatorTimeoutTest,1,,4,0,4,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.PreviewRepairSnapshotTest,2,,33,3,27,4,112,13,18,72,24,53,44,67,19,5,139,,14,0.13,
Public Class,org.apache.cassandra.distributed.test.PreviewRepairTest,1,,24,2,19,4,380,55,88,245,85,213,196,250,55,3,487,,66,0.17,
Public Class,org.apache.cassandra.distributed.test.ProfileLoadTest,2,,38,4,30,4,93,14,14,69,11,36,34,43,6,4,119,,12,0.13,
Public Class,org.apache.cassandra.distributed.test.QueriesTableTest,3,,21,4,16,1,134,30,37,80,30,63,60,82,14,4,169,,5,0.04,
Public Class,org.apache.cassandra.distributed.test.QueryReplayerEndToEndTest,1,,15,0,14,1,47,4,13,30,10,13,12,18,7,1,55,,4,0.09,
Public Class,org.apache.cassandra.distributed.test.ReadDigestConsistencyTest,3,,22,1,21,0,100,11,33,64,19,27,26,41,11,5,112,,1,0.01,
Public Class,org.apache.cassandra.distributed.test.ReadFailureTest,3,,29,2,19,9,44,5,12,25,11,19,20,27,7,3,65,,17,0.39,
Public Class,org.apache.cassandra.distributed.test.ReadRepairCollectionQueriesTest,1,,22,0,19,3,174,8,19,135,10,9,9,19,9,1,212,,30,0.17,
Public Class,org.apache.cassandra.distributed.test.ReadRepairEmptyRangeTombstonesWithFlushesTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.ReadRepairEmptyRangeTombstonesWithoutFlushesTest,1,,5,0,5,0,8,0,3,1,2,1,1,3,1,1,8,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.ReadRepairInQueriesTest,1,,26,0,23,3,189,7,17,154,9,8,8,17,8,1,223,,29,0.15,
Public Class,org.apache.cassandra.distributed.test.ReadRepairPointQueriesTest,2,,24,0,21,3,45,1,5,34,3,2,2,5,3,2,55,,9,0.20,
Public Class,org.apache.cassandra.distributed.test.ReadRepairRangeQueriesTest,1,,28,0,25,3,203,7,17,168,9,8,8,17,10,3,237,,29,0.14,
Public Class,org.apache.cassandra.distributed.test.ReadRepairSliceQueriesTest,3,,28,0,25,3,103,3,9,84,5,4,4,9,11,3,121,,15,0.15,
Public Class,org.apache.cassandra.distributed.test.ReadRepairTest,3,,32,3,23,6,333,53,56,212,62,174,162,214,39,12,461,,81,0.24,
Public Class,org.apache.cassandra.distributed.test.ReadRepairUnrestrictedQueriesTest,2,,28,0,25,3,78,2,7,63,4,3,3,7,6,3,92,,12,0.15,
Public Class,org.apache.cassandra.distributed.test.ReadSpeculationTest,1,,85,6,65,14,133,20,25,102,24,46,52,60,3,1,169,,16,0.12,
Public Class,org.apache.cassandra.distributed.test.RemoveNodeTest,2,,42,5,31,7,65,10,19,48,18,37,34,41,12,2,88,,13,0.20,
Public Class,org.apache.cassandra.distributed.test.RepairBoundaryTest,2,,15,1,13,0,114,20,22,68,20,55,52,69,17,3,137,,3,0.03,
Public Class,org.apache.cassandra.distributed.test.RepairCoordinatorBase,1,,7,0,6,1,54,10,18,19,15,16,18,30,12,2,69,,5,0.09,
Public Class,org.apache.cassandra.distributed.test.RepairCoordinatorFailingMessageTest,1,,11,0,10,1,120,13,36,60,25,39,37,55,17,2,141,,9,0.07,
Public Class,org.apache.cassandra.distributed.test.RepairDigestTrackingTest,2,,31,3,24,4,425,62,74,279,68,206,187,245,83,7,554,,67,0.16,
Public Class,org.apache.cassandra.distributed.test.RepairErrorsTest,2,,30,3,23,4,236,35,39,138,29,95,80,116,27,2,291,,20,0.08,
Public Class,org.apache.cassandra.distributed.test.RepairOperationalTest,2,,24,1,20,3,184,19,28,120,30,84,78,108,32,3,223,,20,0.11,
Public Class,org.apache.cassandra.distributed.test.RepairRequestTimeoutTest,2,,10,1,9,1,50,8,14,27,13,26,28,37,11,4,61,,4,0.08,
Public Class,org.apache.cassandra.distributed.test.RepairTest,2,,9,0,9,0,152,22,37,76,33,65,60,91,32,4,176,,4,0.03,
Public Class,org.apache.cassandra.distributed.test.ReplicaFilteringProtectionTest,2,,15,2,10,2,132,42,35,83,34,59,66,85,29,3,208,,34,0.26,
Public Class,org.apache.cassandra.distributed.test.ReprepareFuzzTest,8,,240,22,215,3,259,28,65,184,62,129,126,166,42,8,290,,3,0.01,
Public Class,org.apache.cassandra.distributed.test.ReprepareNewBehaviourTest,1,,18,3,15,1,46,10,12,28,9,20,19,25,4,1,59,,3,0.07,
Public Class,org.apache.cassandra.distributed.test.ReprepareOldBehaviourTest,3,,23,2,20,1,83,11,13,51,12,33,23,41,13,8,96,,2,0.02,
Public Class,org.apache.cassandra.distributed.test.ReprepareTestBase,4,,34,5,28,1,176,36,40,92,35,66,54,93,19,7,218,,8,0.05,
Public Class,org.apache.cassandra.distributed.test.ResourceLeakTest,2,,13,0,12,1,180,17,42,95,36,83,75,106,35,5,212,,20,0.11,
Public Class,org.apache.cassandra.distributed.test.RestartTest,1,,11,0,11,0,14,0,3,5,2,5,4,7,1,1,14,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.SSTableIdGenerationTest,1,,18,2,14,2,354,79,72,235,63,176,169,216,57,4,472,,39,0.11,
Public Class,org.apache.cassandra.distributed.test.SSTableLoaderEncryptionOptionsTest,1,,14,0,14,0,130,9,33,84,27,44,46,62,18,3,141,,3,0.02,
Public Class,org.apache.cassandra.distributed.test.SSTableSkippingReadTest,1,,30,3,19,9,59,10,15,38,9,33,30,37,4,1,95,,26,0.44,
Public Class,org.apache.cassandra.distributed.test.SchemaDisagreementTest,1,,21,3,13,5,16,3,3,7,2,7,6,9,2,1,24,,5,0.31,
Public Class,org.apache.cassandra.distributed.test.SchemaTest,2,,26,2,19,5,139,21,27,94,24,77,76,93,21,4,197,,37,0.27,
Public Class,org.apache.cassandra.distributed.test.SecondaryIndexCompactionTest,2,,26,2,23,1,45,5,15,21,13,20,21,29,3,2,51,,1,0.02,
Public Class,org.apache.cassandra.distributed.test.SecondaryIndexTest,2,,13,1,12,0,69,13,28,38,21,24,29,38,10,3,82,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.ShortReadProtectionTest,1,,15,0,10,5,327,46,79,180,60,67,68,119,31,4,496,,128,0.39,
Public Class,org.apache.cassandra.distributed.test.SimpleReadWriteTest,3,,17,2,13,2,196,40,63,110,67,89,103,146,45,9,279,,43,0.22,
Public Class,org.apache.cassandra.distributed.test.SinglePartitionReadCommandTest,1,,28,3,25,0,201,30,17,147,11,112,102,123,10,2,231,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.SnapshotsTest,1,,15,2,11,1,228,66,57,148,44,103,104,134,34,3,320,,27,0.12,
Public Class,org.apache.cassandra.distributed.test.StreamPrepareFailTest,2,,21,0,21,0,41,2,7,19,6,11,9,16,5,2,43,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.StreamingTest,3,,24,3,19,2,103,22,31,56,30,58,53,72,13,4,133,,9,0.09,
Public Class,org.apache.cassandra.distributed.test.StreamsDiskSpaceTest,2,,24,1,23,0,113,9,17,72,17,49,44,63,18,2,122,,0,0.00,
Public Class,org.apache.cassandra.distributed.test.SystemKeyspacesDataLocationTest,2,,14,1,13,1,41,4,10,22,11,18,15,24,7,3,48,,3,0.07,
Public Class,org.apache.cassandra.distributed.test.TableEstimatesTest,2,,15,2,12,2,50,12,16,26,12,23,24,31,6,2,69,,7,0.14,
